sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,decile_score,score_text,two_year_recid,sex_race
male,38,25 - 45,other,0,0,0,2,f,grand theft in the 3rd degree,1,low,0,male-other
male,28,25 - 45,hispanic,0,0,0,2,f,grand theft in the 3rd degree,8,high,0,male-hispanic
male,40,25 - 45,caucasian,0,0,0,1,m,dui property damage/injury,4,low,0,male-caucasian
female,26,25 - 45,african-american,0,0,0,0,f,grand theft in the 3rd degree,4,low,0,female-african-american
female,54,greater than 45,african-american,0,0,0,6,f,felony petit theft,4,low,0,female-african-american
male,31,25 - 45,caucasian,0,0,0,4,m,battery,7,medium,1,male-caucasian
male,34,25 - 45,caucasian,0,0,0,0,f,grand theft in the 3rd degree,3,low,0,male-caucasian
male,47,greater than 45,caucasian,0,0,0,2,f,possession of cocaine,4,low,0,male-caucasian
male,51,greater than 45,african-american,0,0,1,12,f,felony driving while lic suspd,8,high,1,male-african-american
male,25,25 - 45,caucasian,0,0,0,1,f,arrest case no charge,3,low,0,male-caucasian
male,25,25 - 45,other,0,0,0,0,f,felony battery,2,low,1,male-other
male,36,25 - 45,caucasian,0,0,0,1,f,arrest case no charge,2,low,0,male-caucasian
male,49,greater than 45,caucasian,0,0,0,0,m,driving under the influence,1,low,0,male-caucasian
male,31,25 - 45,african-american,0,0,0,0,f,grand theft in the 3rd degree,7,medium,0,male-african-american
male,30,25 - 45,caucasian,0,0,1,1,f,uttering a forged instrument,3,low,0,male-caucasian
male,21,less than 25,african-american,0,1,0,1,f,att burgl unoccupied dwel,9,high,1,male-african-american
male,21,less than 25,african-american,0,0,0,0,f,resist officer w/violence,4,low,0,male-african-american
female,65,greater than 45,african-american,0,0,0,0,f,grand theft in the 3rd degree,1,low,0,female-african-american
female,59,greater than 45,caucasian,0,0,0,0,m,driving under the influence,1,low,0,female-caucasian
male,59,greater than 45,african-american,0,0,0,0,m,dui property damage/injury,1,low,0,male-african-american
male,24,less than 25,african-american,0,0,0,0,m,battery,7,medium,0,male-african-american
male,40,25 - 45,african-american,0,0,0,0,f,aggravated battery,1,low,0,male-african-american
male,34,25 - 45,african-american,1,0,0,10,f,possession of alprazolam,9,high,1,male-african-american
male,52,greater than 45,african-american,0,0,0,1,f,tampering with physical evidence,1,low,0,male-african-american
male,38,25 - 45,african-american,0,0,0,2,f,aggrav battery w/deadly weapon,3,low,1,male-african-american
female,22,less than 25,african-american,0,0,0,0,f,poss of methylethcathinone,8,high,0,female-african-american
male,43,25 - 45,african-american,0,0,0,0,f,pos cannabis w/intent sel/del,5,medium,0,male-african-american
male,55,greater than 45,african-american,0,0,0,0,f,failure to return hired vehicle,1,low,0,male-african-american
male,26,25 - 45,african-american,0,0,0,2,f,burglary unoccupied dwelling,2,low,0,male-african-american
male,23,less than 25,caucasian,0,0,1,1,m,dui property damage/injury,2,low,0,male-caucasian
female,47,greater than 45,other,0,0,0,0,f,aggravated assault w/dead weap,1,low,0,female-other
male,26,25 - 45,african-american,0,0,0,0,f,felony batt(great bodily harm),2,low,0,male-african-american
male,21,less than 25,caucasian,0,0,1,0,m,burglary structure unoccup,3,low,0,male-caucasian
female,32,25 - 45,caucasian,0,0,1,0,m,battery,1,low,0,female-caucasian
male,51,greater than 45,african-american,0,0,0,3,f,possession of cocaine,1,low,0,male-african-american
male,35,25 - 45,caucasian,0,0,0,2,f,possession of amphetamine,3,low,0,male-caucasian
female,37,25 - 45,african-american,0,0,0,3,f,arrest case no charge,1,low,0,female-african-american
male,24,less than 25,african-american,0,0,0,0,m,battery,8,high,1,male-african-american
female,33,25 - 45,african-american,0,0,0,3,m,battery,4,low,0,female-african-american
female,30,25 - 45,caucasian,0,0,0,4,f,arrest case no charge,6,medium,0,female-caucasian
female,42,25 - 45,african-american,0,0,0,1,f,arrest case no charge,1,low,0,female-african-american
female,40,25 - 45,african-american,0,0,0,15,f,arrest case no charge,7,medium,1,female-african-american
male,21,less than 25,african-american,0,0,0,0,f,grand theft (motor vehicle),7,medium,0,male-african-american
male,24,less than 25,caucasian,0,0,0,0,f,possession of cannabis,2,low,0,male-caucasian
male,41,25 - 45,african-american,0,0,0,0,f,driving while license revoked,1,low,0,male-african-american
male,39,25 - 45,african-american,0,0,0,1,f,possession of cannabis,4,low,0,male-african-american
female,24,less than 25,african-american,0,0,0,3,f,grand theft in the 3rd degree,8,high,0,female-african-american
female,24,less than 25,african-american,0,0,0,1,f,grand theft in the 3rd degree,4,low,0,female-african-american
female,26,25 - 45,other,0,0,0,4,m,battery,7,medium,1,female-other
male,44,25 - 45,african-american,0,0,0,0,m,viol injunct domestic violence,5,medium,0,male-african-american
male,42,25 - 45,caucasian,0,0,0,0,f,possession of lsd,4,low,0,male-caucasian
male,45,greater than 45,caucasian,0,0,0,1,m,dui property damage/injury,1,low,0,male-caucasian
male,25,25 - 45,african-american,0,1,0,7,f,resist officer w/violence,10,high,1,male-african-american
male,33,25 - 45,caucasian,0,0,0,0,f,grand theft in the 3rd degree,2,low,0,male-caucasian
male,25,25 - 45,caucasian,0,0,0,0,m,dui level 0.15 or minor in veh,3,low,0,male-caucasian
male,32,25 - 45,african-american,0,1,0,5,f,arrest case no charge,4,low,0,male-african-american
male,23,less than 25,african-american,0,0,0,0,f,deliver cannabis,7,medium,0,male-african-american
male,39,25 - 45,caucasian,0,0,0,0,m,battery,5,medium,0,male-caucasian
male,27,25 - 45,african-american,0,0,0,12,f,grand theft firearm,8,high,1,male-african-american
female,35,25 - 45,caucasian,0,0,0,4,m,battery,7,medium,0,female-caucasian
female,38,25 - 45,african-american,0,0,0,0,m,battery,1,low,0,female-african-american
male,30,25 - 45,african-american,0,0,0,4,f,arrest case no charge,2,low,0,male-african-american
male,30,25 - 45,caucasian,0,0,0,1,f,burglary unoccupied dwelling,5,medium,0,male-caucasian
female,30,25 - 45,caucasian,0,0,0,0,m,battery,8,high,0,female-caucasian
male,31,25 - 45,african-american,0,0,0,2,f,grand theft in the 3rd degree,2,low,0,male-african-american
male,34,25 - 45,other,0,0,0,0,f,grand theft (motor vehicle),2,low,0,male-other
female,25,25 - 45,african-american,0,0,0,0,m,battery,5,medium,0,female-african-american
female,26,25 - 45,caucasian,0,0,0,1,f,possession of cocaine,6,medium,0,female-caucasian
female,37,25 - 45,african-american,0,0,0,0,m,battery,1,low,0,female-african-american
male,34,25 - 45,caucasian,0,0,1,3,m,viol prot injunc repeat viol,5,medium,0,male-caucasian
female,38,25 - 45,hispanic,0,0,0,0,f,agg battery grt/bod/harm,2,low,0,female-hispanic
female,31,25 - 45,african-american,0,0,0,0,m,battery,6,medium,0,female-african-american
female,29,25 - 45,caucasian,0,0,0,0,m,dui property damage/injury,2,low,0,female-caucasian
male,22,less than 25,african-american,0,0,0,0,f,grand theft in the 3rd degree,4,low,0,male-african-american
female,51,greater than 45,hispanic,0,0,0,0,m,battery,1,low,0,female-hispanic
male,47,greater than 45,african-american,0,0,0,0,f,poss pyrrolidinovalerophenone,8,high,1,male-african-american
male,21,less than 25,african-american,0,0,0,1,m,resist/obstruct w/o violence,4,low,0,male-african-american
male,23,less than 25,african-american,0,0,1,5,f,grand theft in the 3rd degree,9,high,1,male-african-american
male,23,less than 25,other,0,0,0,0,m,battery,3,low,0,male-other
female,24,less than 25,caucasian,0,0,0,0,m,possess cannabis/20 grams or less,10,high,0,female-caucasian
female,23,less than 25,hispanic,0,0,0,0,m,possess drug paraphernalia,4,low,0,female-hispanic
female,19,less than 25,african-american,0,0,0,0,m,criminal mischief damage <$200,4,low,1,female-african-american
male,32,25 - 45,caucasian,0,0,0,0,f,grand theft (motor vehicle),1,low,1,male-caucasian
female,39,25 - 45,caucasian,0,0,0,0,m,lve/scen/acc/veh/prop/damage,1,low,1,female-caucasian
male,33,25 - 45,african-american,0,0,0,2,f,tamper with witness,7,medium,0,male-african-american
female,36,25 - 45,caucasian,0,0,0,0,m,battery,2,low,0,female-caucasian
female,40,25 - 45,caucasian,0,0,0,0,f,possession of cocaine,2,low,0,female-caucasian
male,53,greater than 45,african-american,0,0,0,4,f,possession of cocaine,7,medium,0,male-african-american
female,28,25 - 45,caucasian,0,0,0,0,m,assault,2,low,0,female-caucasian
male,38,25 - 45,hispanic,0,0,0,2,m,driving under the influence,2,low,0,male-hispanic
male,55,greater than 45,caucasian,0,0,0,0,f,battery on a person over 65,3,low,0,male-caucasian
male,22,less than 25,african-american,1,0,0,1,m,battery,7,medium,0,male-african-american
female,34,25 - 45,african-american,0,0,0,1,f,grand theft in the 3rd degree,1,low,0,female-african-american
male,55,greater than 45,caucasian,0,0,0,1,m,battery,2,low,0,male-caucasian
male,24,less than 25,hispanic,0,0,0,2,f,arrest case no charge,8,high,0,male-hispanic
male,41,25 - 45,other,0,0,0,0,m,battery,1,low,0,male-other
male,41,25 - 45,hispanic,0,0,0,0,f,possession of cocaine,3,low,0,male-hispanic
male,61,greater than 45,african-american,0,0,0,12,f,felony battery w/prior convict,3,low,0,male-african-american
male,57,greater than 45,african-american,0,0,0,3,f,aggravated assault w/dead weap,1,low,0,male-african-american
female,38,25 - 45,caucasian,0,0,0,2,m,battery,3,low,0,female-caucasian
male,23,less than 25,african-american,0,0,0,0,f,fleeing or attmp eluding a leo,2,low,1,male-african-american
male,23,less than 25,caucasian,0,0,0,3,f,aggrav battery w/deadly weapon,5,medium,0,male-caucasian
male,20,less than 25,african-american,0,0,0,0,f,deliver cannabis,3,low,0,male-african-american
male,44,25 - 45,caucasian,0,0,0,1,f,possession of cocaine,8,high,0,male-caucasian
female,38,25 - 45,caucasian,0,0,0,1,m,dui property damage/injury,1,low,0,female-caucasian
male,32,25 - 45,other,0,0,0,0,f,neglect child / no bodily harm,1,low,0,male-other
male,29,25 - 45,african-american,0,0,0,0,f,driving while license revoked,6,medium,0,male-african-american
male,23,less than 25,african-american,0,0,0,3,f,grand theft (motor vehicle),9,high,1,male-african-american
male,24,less than 25,caucasian,0,0,1,1,f,possession of morphine,4,low,0,male-caucasian
male,45,greater than 45,other,0,0,0,0,m,dui property damage/injury,1,low,0,male-other
male,21,less than 25,african-american,0,1,0,2,f,possession of cannabis,9,high,0,male-african-american
female,29,25 - 45,african-american,0,0,0,0,m,battery,2,low,0,female-african-american
male,25,25 - 45,african-american,0,0,0,1,f,"poss3,4 methylenedioxymethcath",3,low,0,male-african-american
male,46,greater than 45,hispanic,0,0,0,13,f,grand theft in the 3rd degree,3,low,0,male-hispanic
male,27,25 - 45,caucasian,0,0,0,2,f,grand theft in the 3rd degree,2,low,0,male-caucasian
male,37,25 - 45,hispanic,0,0,0,1,f,aggravated battery on 65/older,1,low,0,male-hispanic
male,21,less than 25,caucasian,0,0,0,0,f,false ownership info/pawn item,3,low,1,male-caucasian
female,28,25 - 45,african-american,0,0,0,4,f,arrest case no charge,7,medium,0,female-african-american
female,28,25 - 45,african-american,0,0,0,0,m,battery,2,low,0,female-african-american
male,58,greater than 45,caucasian,0,0,0,3,m,dui - enhanced,2,low,0,male-caucasian
male,22,less than 25,caucasian,0,0,0,0,f,harm public servant or family,4,low,1,male-caucasian
male,31,25 - 45,african-american,0,0,0,5,f,cruelty toward child,4,low,0,male-african-american
male,33,25 - 45,african-american,0,0,0,0,f,burglary dwelling assault/batt,3,low,0,male-african-american
female,23,less than 25,african-american,0,1,0,1,m,battery,5,medium,0,female-african-american
male,32,25 - 45,caucasian,0,0,0,11,f,felony battery w/prior convict,10,high,0,male-caucasian
male,22,less than 25,caucasian,0,0,0,0,f,"deliver 3,4 methylenediox",8,high,0,male-caucasian
female,35,25 - 45,african-american,0,0,0,2,f,aggrav child abuse-agg battery,2,low,0,female-african-american
male,35,25 - 45,hispanic,0,0,0,2,f,aggravated assault w/firearm,1,low,0,male-hispanic
female,54,greater than 45,caucasian,0,0,0,1,m,petit theft,2,low,0,female-caucasian
male,29,25 - 45,caucasian,0,0,0,0,f,aggravated battery,8,high,0,male-caucasian
female,36,25 - 45,african-american,0,0,0,0,m,arrest case no charge,6,medium,0,female-african-american
male,25,25 - 45,african-american,0,0,0,0,f,"poss3,4 methylenedioxymethcath",5,medium,0,male-african-american
male,29,25 - 45,african-american,0,0,0,2,m,fail register vehicle,5,medium,0,male-african-american
male,31,25 - 45,hispanic,0,0,0,0,f,possession of cocaine,10,high,1,male-hispanic
male,39,25 - 45,caucasian,0,0,0,0,m,assault,2,low,0,male-caucasian
female,23,less than 25,african-american,0,0,0,0,f,possession of hydrocodone,7,medium,0,female-african-american
female,23,less than 25,african-american,0,0,0,1,f,arrest case no charge,4,low,0,female-african-american
female,37,25 - 45,hispanic,0,0,0,0,m,battery,3,low,0,female-hispanic
male,30,25 - 45,african-american,0,1,0,9,f,criminal mischief,7,medium,1,male-african-american
male,23,less than 25,african-american,0,0,0,1,f,grand theft in the 3rd degree,6,medium,0,male-african-american
female,27,25 - 45,african-american,0,0,0,0,f,neglect child / bodily harm,3,low,1,female-african-american
male,38,25 - 45,african-american,0,1,0,10,m,possess cannabis 1000ftsch,6,medium,0,male-african-american
male,42,25 - 45,african-american,0,0,0,1,f,arrest case no charge,1,low,0,male-african-american
male,31,25 - 45,african-american,0,0,0,0,f,grand theft in the 3rd degree,3,low,0,male-african-american
male,43,25 - 45,african-american,0,0,0,1,m,battery,5,medium,1,male-african-american
male,39,25 - 45,caucasian,0,0,0,0,f,aggravated assault w/dead weap,3,low,0,male-caucasian
male,31,25 - 45,african-american,0,0,0,0,m,aggravated assault w/dead weap,2,low,0,male-african-american
female,33,25 - 45,african-american,0,0,0,0,f,aggravated assault w/dead weap,3,low,0,female-african-american
male,23,less than 25,african-american,0,0,0,1,f,aggravated battery / pregnant,6,medium,1,male-african-american
female,29,25 - 45,caucasian,0,0,0,0,f,consp traff oxycodone  4g><14g,4,low,0,female-caucasian
male,62,greater than 45,caucasian,0,0,0,2,f,solicit deliver cocaine,1,low,0,male-caucasian
female,44,25 - 45,caucasian,0,0,0,0,m,battery,1,low,0,female-caucasian
male,30,25 - 45,african-american,0,0,0,0,f,carrying concealed firearm,5,medium,0,male-african-american
male,51,greater than 45,caucasian,0,0,0,3,f,grand theft (motor vehicle),6,medium,0,male-caucasian
male,21,less than 25,african-american,0,0,0,0,f,burglary conveyance unoccup,5,medium,0,male-african-american
male,27,25 - 45,african-american,0,0,0,3,f,carrying concealed firearm,9,high,1,male-african-american
male,28,25 - 45,hispanic,0,0,0,0,f,"poss3,4 methylenedioxymethcath",4,low,0,male-hispanic
female,31,25 - 45,african-american,0,0,0,0,f,aggrav battery w/deadly weapon,1,low,0,female-african-american
female,49,greater than 45,caucasian,0,0,0,2,f,possession of cocaine,2,low,0,female-caucasian
female,41,25 - 45,other,0,0,0,2,f,arrest case no charge,3,low,0,female-other
male,20,less than 25,caucasian,0,0,5,0,m,battery,4,low,0,male-caucasian
male,23,less than 25,african-american,0,1,0,4,f,arrest case no charge,9,high,1,male-african-american
male,26,25 - 45,caucasian,0,0,0,0,m,battery,4,low,0,male-caucasian
male,28,25 - 45,caucasian,0,0,0,1,m,battery,2,low,0,male-caucasian
male,52,greater than 45,african-american,0,0,0,4,m,battery,1,low,0,male-african-american
male,36,25 - 45,hispanic,0,0,0,1,m,viol injunct domestic violence,5,medium,0,male-hispanic
male,22,less than 25,african-american,0,0,0,0,f,grand theft in the 3rd degree,4,low,0,male-african-american
male,24,less than 25,caucasian,0,0,2,2,f,possession of cannabis,6,medium,0,male-caucasian
female,34,25 - 45,african-american,0,0,0,6,f,arrest case no charge,3,low,0,female-african-american
male,51,greater than 45,african-american,0,0,0,8,m,consume alcoholic bev pub,5,medium,0,male-african-american
male,28,25 - 45,african-american,0,0,0,0,f,pos cannabis w/intent sel/del,2,low,0,male-african-american
male,23,less than 25,caucasian,0,0,0,0,f,poss unlaw issue id,2,low,0,male-caucasian
male,25,25 - 45,caucasian,0,0,0,2,f,pos cannabis w/intent sel/del,5,medium,0,male-caucasian
male,28,25 - 45,caucasian,0,0,0,2,f,possession of cocaine,7,medium,0,male-caucasian
female,32,25 - 45,african-american,0,0,0,0,m,battery,1,low,1,female-african-american
male,35,25 - 45,african-american,0,0,0,7,f,arrest case no charge,4,low,0,male-african-american
male,33,25 - 45,african-american,0,0,0,16,m,susp drivers lic 1st offense,9,high,1,male-african-american
male,30,25 - 45,other,0,0,0,1,f,burglary dwelling occupied,1,low,0,male-other
female,58,greater than 45,caucasian,0,0,0,1,m,dui property damage/injury,2,low,0,female-caucasian
male,22,less than 25,african-american,0,0,0,2,f,felony battery (dom strang),7,medium,0,male-african-american
